,Datum,Average_Temperature,Max_Temperature,Total_Rain_Duration,Average_Pressure,Average_Global_Radiation,Cloudiness,Moon Phase (%),IsVacationAargau,IsVacationZug,IsVacationSchwyz,IsVacationSt_gallen,IsVacationThurgau,IsVacationSchaffhausen,publicHolidayAargau,publicHolidayZug,publicHolidaySchwyz,publicHolidayStGallen,publicHolidayThurgau,publicHolidaySchaffhausen,publicHolidayZurich,Date_Occurrences,Weekday,Aargau_Week_After_Holiday,Aargau_First_Week_of_Holiday,Zug_Week_After_Holiday,Zug_First_Week_of_Holiday,Schwyz_Week_After_Holiday,Schwyz_First_Week_of_Holiday,St_gallen_Week_After_Holiday,St_gallen_First_Week_of_Holiday,Schaffhausen_Week_After_Holiday,Schaffhausen_First_Week_of_Holiday,Thurgau_Week_After_Holiday,Thurgau_First_Week_of_Holiday,Zurich_Week_After_Holiday,Zurich_First_Week_of_Holiday,Average_Temperature_5day_mean,Max_Temperature_5day_mean,Total_Rain_Duration_5day_mean,Average_Pressure_5day_mean,Average_Global_Radiation_5day_mean,Cloudiness_5day_mean
1363,2022-09-25,12.76,14.21,241.17666666666665,963.1933333333332,49.11,0.6502966666666666,1.0309821367263794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.413999999999998,17.442666666666664,103.81266666666674,969.652,162.916,0.6123613333333333
1364,2022-09-26,13.01,14.97,154.88,959.2066666666666,97.04,0.63432,0.0924986004829406,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.430666666666664,17.080000000000002,152.0480000000001,967.7946666666667,136.56599999999997,0.6211446666666667
1365,2022-09-27,11.04,12.555,314.87666666666667,955.395,89.2,0.6369333333333334,1.3677959442138672,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484666666666666,16.682666666666666,183.0240000000001,965.0786666666667,114.47599999999997,0.628508
1366,2022-09-28,10.25,11.743333333333332,1028.1766666666665,951.7366666666668,32.41,0.6558633333333334,4.928514003753662,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.215999999999998,15.656333333333333,245.99933333333342,961.9383333333333,91.72599999999997,0.6360913333333333
1367,2022-09-29,10.183333333333332,11.873333333333331,567.74,953.64,69.19,0.6436033333333334,10.712437629699709,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.311999999999998,13.862333333333334,451.6346666666667,958.7443333333333,64.07199999999997,0.6453093333333333
1368,2022-09-30,11.693333333333332,13.686666666666667,1.0166666666666666,961.3733333333332,71.54,0.64282,18.51285552978516,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.448666666666664,13.070333333333332,461.37000000000006,956.6343333333332,67.38999999999997,0.6442033333333334
1369,2022-10-01,11.456666666666669,13.943333333333332,522.0166666666668,967.3033333333332,21.49,0.6595033333333333,27.98526954650879,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Saturday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.235333333333331,12.965666666666667,413.338,956.2703333333333,71.87599999999998,0.6427080000000001
1370,2022-10-02,16.446666666666665,19.996666666666663,230.83333333333331,972.3233333333332,105.38,0.63154,38.66792297363281,0,0,0,1,0,1,0,0,0,0,0,0,0,3,Sunday,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10.924666666666665,12.760333333333332,486.7653333333334,957.8896666666666,56.76599999999998,0.6477446666666667
1371,2022-10-03,14.07,16.32,229.5666666666667,975.2266666666666,120.97,0.6263433333333334,50.010353088378906,1,0,1,1,0,1,0,0,0,0,0,0,0,10,Monday,0,1,0,0,0,1,0,1,0,1,0,0,0,0,12.005999999999998,14.248666666666665,469.95666666666676,961.2753333333333,60.001999999999974,0.646666
1372,2022-10-04,12.493333333333334,17.69,0.0,973.2733333333332,150.98,0.61634,61.405853271484375,1,0,1,1,0,1,0,0,0,0,0,0,0,12,Tuesday,0,1,0,0,0,1,0,1,0,1,0,0,0,0,12.769999999999998,15.163999999999998,310.2346666666668,965.9733333333331,77.71399999999997,0.6407619999999999
1373,2022-10-05,15.286666666666669,22.46666666666667,0.06,973.9066666666666,177.3,0.6075666666666667,72.2274398803711,1,0,1,1,0,1,0,0,0,0,0,0,0,14,Wednesday,0,1,0,0,0,1,0,1,0,1,0,0,0,0,13.232,16.327333333333332,196.68666666666678,969.8999999999999,94.07199999999997,0.6353093333333333
1374,2022-10-06,16.323333333333334,20.30666666666667,0.0,978.9033333333332,154.17,0.6152766666666667,81.86949157714844,1,0,1,1,0,1,0,0,0,0,0,0,0,17,Thursday,0,1,0,0,0,1,0,1,0,1,0,0,0,0,13.950666666666667,18.083333333333332,196.49533333333346,972.4066666666665,115.22399999999998,0.6282586666666667
1375,2022-10-07,16.040000000000003,19.51333333333333,0.0,974.4233333333332,110.34,0.6298866666666667,89.79595184326172,1,0,1,1,0,1,0,0,0,0,0,0,0,13,Friday,0,1,0,0,0,1,0,1,0,1,0,0,0,0,14.924000000000001,19.356,92.09200000000008,974.7266666666665,141.75999999999996,0.6194133333333334
1376,2022-10-08,15.186666666666667,17.213333333333335,88.95333333333333,972.1666666666666,38.99,0.65367,95.59044647216795,1,1,1,1,0,1,0,0,0,0,0,0,0,1,Saturday,0,1,0,1,0,1,0,1,0,0,0,0,0,0,14.842666666666668,19.25933333333333,45.92533333333343,975.1466666666665,142.75199999999995,0.6190826666666667
1377,2022-10-09,12.426666666666668,13.903333333333334,0.0,970.79,51.09,0.6496366666666668,98.9976043701172,1,1,1,1,0,1,0,0,0,0,0,0,0,1,Sunday,0,1,0,1,0,1,0,0,0,0,0,0,0,0,15.065999999999999,19.438,17.80266666666676,974.5346666666665,126.35599999999997,0.6245480000000001
1378,2022-10-10,15.353333333333332,19.99,0.0566666666666666,969.81,119.71,0.6267633333333333,99.94287109375,1,1,1,1,1,1,0,0,0,0,0,0,0,11,Monday,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15.052666666666667,18.680666666666667,17.80266666666676,974.0379999999999,106.37799999999997,0.6312073333333335
1379,2022-10-11,15.896666666666668,19.11,0.85,972.61,126.26,0.62458,98.52324676513672,1,1,1,1,1,1,0,0,0,0,0,0,0,11,Tuesday,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15.065999999999999,18.185333333333336,17.802000000000092,973.2186666666664,94.85999999999997,0.6350466666666666
1380,2022-10-12,14.466666666666669,15.92,0.0,973.09,38.47,0.6538433333333333,94.971435546875,1,1,1,1,1,1,0,0,0,0,0,0,0,11,Wednesday,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14.980666666666668,17.945999999999998,17.97200000000009,971.9599999999998,89.27799999999999,0.6369073333333334
1381,2022-10-13,14.833333333333334,17.959999999999997,96.12333333333332,971.24,80.26,0.6399133333333333,89.60550689697266,1,1,1,1,1,1,0,0,0,0,0,0,0,11,Thursday,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14.666,17.227333333333334,17.97200000000009,971.6933333333333,74.90399999999997,0.6416986666666666
1382,2022-10-14,14.676666666666668,16.290000000000003,345.18666666666667,967.1466666666666,46.37,0.65121,82.77869415283203,1,1,1,1,1,1,0,0,0,0,0,0,0,9,Friday,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14.595333333333333,17.376666666666665,19.406000000000088,971.508,83.15799999999997,0.6389473333333333
1383,2022-10-15,16.713333333333335,19.35,102.67333333333332,964.74,88.49,0.63717,74.84105682373047,0,1,0,1,1,1,0,0,0,0,0,0,0,4,Saturday,1,0,0,0,1,0,0,0,0,0,0,1,0,0,15.045333333333332,17.854,88.44333333333341,970.7793333333333,82.21399999999997,0.639262
1384,2022-10-16,17.333333333333332,22.98,0.0,969.44,144.53,0.61849,66.11786651611328,0,1,0,1,1,1,0,0,0,0,0,0,0,5,Sunday,1,0,0,0,1,0,0,0,0,0,0,1,0,0,15.317333333333334,17.726000000000003,108.96666666666674,969.7653333333334,75.96999999999998,0.6413433333333333
1385,2022-10-17,16.316666666666666,22.37,0.0,975.4833333333332,134.16,0.6219466666666666,56.90428161621094,0,1,0,1,1,1,0,0,0,0,0,0,0,12,Monday,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.604666666666665,18.5,108.79666666666674,969.1313333333334,79.62399999999998,0.6401253333333333
1386,2022-10-18,17.21,21.986666666666668,0.0,977.3033333333332,131.54,0.62282,47.47251892089844,0,1,0,1,1,1,0,0,0,0,0,0,0,14,Tuesday,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.974666666666668,19.79,108.79666666666674,969.6099999999999,98.76199999999997,0.6337459999999999
1387,2022-10-19,15.373333333333337,18.55333333333333,0.0,973.1666666666666,75.79,0.6414033333333333,38.086856842041016,0,1,0,1,1,1,0,0,0,0,0,0,0,10,Wednesday,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.449999999999996,20.595333333333336,89.57200000000009,970.8226666666666,109.01799999999996,0.6303273333333334
1388,2022-10-20,15.886666666666668,18.08333333333333,85.87666666666667,967.7533333333334,56.69,0.64777,29.02194595336914,0,1,0,1,1,1,0,0,0,0,0,0,0,12,Thursday,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.589333333333332,21.048000000000002,20.534666666666755,972.0266666666666,114.90199999999997,0.628366
1389,2022-10-21,15.423333333333332,16.48,566.4699999999999,965.0166666666668,28.9,0.6570333333333332,20.579957962036133,0,1,0,1,1,1,0,0,0,0,0,0,0,14,Friday,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.424,20.794666666666664,17.175333333333423,972.6293333333333,108.54199999999999,0.630486
1390,2022-10-22,15.876666666666663,19.23,385.86,968.0733333333332,126.24,0.6245866666666666,13.101373672485352,0,1,0,1,1,1,0,0,0,0,0,0,0,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.041999999999998,19.494666666666667,130.4693333333334,971.7446666666667,85.41599999999998,0.6381946666666667
1391,2022-10-23,14.53,18.493333333333336,128.47666666666666,966.34,84.76,0.6384133333333334,6.963625907897949,0,1,0,1,1,1,0,0,0,0,0,0,0,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.953999999999999,18.866666666666667,207.6413333333334,970.2626666666667,83.83199999999997,0.6387226666666667
1392,2022-10-24,14.996666666666668,18.05666666666667,393.2433333333333,967.5666666666666,16.79,0.66107,2.5618996620178223,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Monday,0,0,1,0,0,0,1,0,1,0,1,0,0,0,15.417999999999997,18.168,233.33666666666673,968.07,74.47599999999998,0.6418413333333334
1393,2022-10-25,14.589999999999998,18.063333333333333,98.68,969.8733333333332,116.33,0.62789,0.2691957950592041,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Tuesday,0,0,1,0,0,0,1,0,1,0,1,0,0,0,15.342666666666664,18.068666666666665,311.9853333333334,966.95,62.67599999999997,0.6457746666666666
1394,2022-10-26,15.920000000000002,19.796666666666667,199.59,971.73,107.53,0.6308233333333333,0.3792281150817871,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Wednesday,0,0,1,0,0,0,1,0,1,0,1,0,0,0,15.083333333333332,18.064666666666668,314.54600000000005,967.374,74.60399999999997,0.6417986666666666
1395,2022-10-27,14.983333333333334,20.433333333333334,0.0,976.0066666666668,116.5,0.6278333333333334,3.044660806655884,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Thursday,0,0,1,0,0,0,1,0,1,0,1,0,0,0,15.182666666666666,18.728,241.17000000000007,968.7166666666666,90.32999999999997,0.6365566666666667
1396,2022-10-28,14.96,19.063333333333333,0.0566666666666666,976.0266666666666,68.2,0.6439333333333334,8.229764938354492,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Friday,0,0,1,0,0,0,1,0,1,0,1,0,0,0,15.004,18.968666666666667,163.99800000000008,970.3033333333333,88.38199999999998,0.6372059999999999
1397,2022-10-29,15.63,20.386666666666667,0.0,974.3733333333332,100.07,0.6333099999999999,15.694849014282228,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Saturday,0,0,1,0,0,0,1,0,1,0,1,0,0,0,15.089999999999998,19.082666666666665,138.31400000000008,972.2406666666666,85.06999999999996,0.6383099999999999
1398,2022-10-30,13.99,18.343333333333334,0.0,972.15,82.22,0.63926,25.018423080444336,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Sunday,0,0,1,0,0,0,1,0,1,0,1,0,0,0,15.216666666666665,19.548666666666666,59.66533333333342,973.6020000000001,101.72599999999997,0.6327579999999999
1399,2022-10-31,12.543333333333337,16.513333333333335,7.356666666666666,970.14,80.05,0.6399833333333333,35.64826965332031,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.096666666666664,19.604666666666667,39.929333333333425,974.0573333333334,94.90399999999997,0.635032
1400,2022-11-01,14.67,17.026666666666667,29.35,971.4,47.06,0.65098,46.96364974975586,0,0,0,0,0,0,1,1,1,1,0,1,0,18,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.421333333333331,18.948,1.4826666666667574,973.7393333333333,89.40799999999997,0.636864
1401,2022-11-02,12.94,15.106666666666667,76.39999999999999,974.4133333333332,66.9,0.6443666666666666,58.33235549926758,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.358666666666664,18.26666666666667,7.352666666666758,972.818,75.51999999999998,0.6414933333333332
1402,2022-11-03,10.06,12.6,145.18,964.6566666666668,51.46,0.6495133333333333,69.1547622680664,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.954666666666668,17.475333333333335,22.62133333333342,972.4953333333333,75.25999999999998,0.64158
1403,2022-11-04,10.186666666666667,11.87,73.18333333333334,959.9866666666668,54.5,0.6485,78.89550018310547,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.840666666666667,15.918000000000001,51.65733333333342,970.552,65.53799999999998,0.6448206666666666
1404,2022-11-05,8.173333333333334,9.36,324.2,969.49,35.39,0.65487,87.10723876953125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.08,14.623333333333335,66.2940000000001,968.1193333333333,59.99399999999997,0.6466686666666667
1405,2022-11-06,6.536666666666666,9.436666666666667,23.146666666666665,967.7866666666667,61.06,0.6463133333333334,93.44970703125,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.206,13.192666666666668,129.66266666666675,967.9893333333333,51.061999999999976,0.649646
1406,2022-11-07,11.07,15.633333333333333,2.09,968.7733333333334,99.94,0.6333533333333333,97.70352172851562,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.579333333333333,11.674666666666667,128.42200000000008,967.2666666666668,53.86199999999998,0.6487126666666667
1407,2022-11-08,9.9,14.76,0.0,966.04,61.51,0.6461633333333333,99.77565002441406,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.205333333333332,11.78,113.56000000000009,966.1386666666667,60.469999999999985,0.6465099999999999
1408,2022-11-09,10.856666666666667,12.413333333333332,609.8733333333333,967.1833333333334,21.27,0.6595766666666667,99.69293212890624,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.173333333333332,12.212,84.52400000000009,966.4153333333334,62.479999999999976,0.64584
1409,2022-11-10,10.81,12.233333333333334,49.84333333333333,977.1133333333332,90.75,0.6364166666666667,97.5834732055664,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.307333333333332,12.320666666666666,191.86200000000008,967.8546666666667,55.83399999999997,0.6480553333333333
1410,2022-11-11,9.786666666666669,12.006666666666668,0.0,982.6466666666666,53.08,0.6489733333333333,93.6490478515625,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.834666666666665,12.895333333333332,136.99066666666675,969.3793333333333,66.90599999999998,0.6443646666666667
1411,2022-11-12,8.796666666666667,10.13,0.0,981.0966666666668,41.25,0.6529166666666667,88.13488006591797,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.484666666666666,13.409333333333333,132.36133333333345,972.3513333333333,65.30999999999997,0.6448966666666667
1412,2022-11-13,7.18,7.736666666666667,0.0,971.76,14.21,0.66193,81.30311584472656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.029999999999998,12.308666666666667,131.94333333333344,974.816,53.57199999999998,0.6488093333333333
1413,2022-11-14,9.036666666666669,12.093333333333334,311.49666666666667,966.8533333333334,22.31,0.65923,73.41471099853516,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.485999999999999,10.904,131.94333333333344,975.96,44.11199999999998,0.6519626666666667
1414,2022-11-15,9.16,11.670000000000002,107.29,961.2333333333332,42.58,0.6524733333333333,64.72185516357422,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.121999999999998,10.84,72.26800000000009,975.894,44.31999999999998,0.6518933333333334
1415,2022-11-16,10.856666666666667,13.54,230.83666666666667,954.85,83.96,0.63868,55.470802307128906,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.792,10.727333333333334,83.75733333333343,972.7180000000001,34.68599999999998,0.6551046666666667
1416,2022-11-17,11.53,14.666666666666666,302.7166666666667,950.0,49.35,0.6502166666666667,45.91355514526367,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.006,11.034,129.92466666666675,967.1586666666666,40.86199999999998,0.653046
1417,2022-11-18,8.473333333333334,9.72,346.8433333333333,955.85,36.26,0.65458,36.32588195800781,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.552666666666665,11.941333333333334,190.4680000000001,960.9393333333334,42.48199999999998,0.652506
1418,2022-11-19,7.566666666666666,9.58,32.46666666666667,961.13,67.84,0.6440533333333334,27.027925491333008,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.811333333333334,12.338,259.83666666666676,957.7573333333333,46.891999999999975,0.6510360000000001
1419,2022-11-20,7.113333333333333,8.953333333333333,157.19333333333336,963.5933333333332,57.81,0.6473966666666667,18.401546478271484,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.517333333333331,11.835333333333335,204.03066666666675,956.6126666666667,55.997999999999976,0.6480006666666667
1420,2022-11-21,7.489999999999999,9.543333333333337,131.09,955.8866666666668,64.54,0.6451533333333334,10.895862579345703,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.107999999999999,11.292,214.01133333333345,957.0846666666666,59.04399999999998,0.6469853333333334
1421,2022-11-22,7.243333333333333,8.32,54.89666666666667,952.1266666666668,30.1,0.6566333333333333,5.010223865509033,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.434666666666665,10.492666666666668,194.0620000000001,957.292,55.15999999999998,0.64828
1422,2022-11-23,6.813333333333333,9.163333333333334,213.67666666666665,955.9033333333332,75.56,0.64148,1.2456178665161133,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.577333333333333,9.223333333333334,144.4980000000001,957.7173333333334,51.30999999999998,0.6495633333333333
1423,2022-11-24,8.146666666666667,10.596666666666666,106.41666666666669,965.74,58.14,0.6472866666666667,0.024808544665575,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.245333333333332,9.112000000000002,117.86466666666676,957.7280000000001,59.16999999999998,0.6469433333333334
1424,2022-11-25,7.28,9.36,99.53000000000002,970.1866666666666,26.45,0.6578499999999999,1.5985058546066284,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.361333333333332,9.315333333333333,132.65466666666674,958.65,57.22999999999998,0.6475900000000001
1425,2022-11-26,6.830000000000001,9.076666666666666,0.0,979.36,49.37,0.65021,5.9706878662109375,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.394666666666664,9.396666666666667,121.1220000000001,959.9686666666666,50.957999999999984,0.6496806666666667
1426,2022-11-27,4.736666666666667,7.086666666666666,0.0,974.0033333333334,48.86,0.6503800000000001,12.876441955566406,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.262666666666665,9.303333333333333,94.90400000000008,964.6633333333333,47.92399999999998,0.650692
1427,2022-11-28,7.366666666666667,9.69,21.32333333333333,964.6733333333332,29.81,0.65673,21.824047088623047,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.761333333333333,9.056666666666667,83.92466666666675,969.0386666666667,51.67599999999997,0.6494413333333334
1428,2022-11-29,7.713333333333334,8.673333333333334,452.1133333333334,966.4666666666668,25.31,0.65823,32.182456970214844,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.872,9.161999999999999,45.4540000000001,970.7926666666666,42.525999999999975,0.6524913333333334
1429,2022-11-30,5.616666666666667,6.666666666666667,179.25666666666666,969.24,19.8,0.6600666666666667,43.27819442749024,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.785333333333332,8.777333333333333,114.59333333333343,970.9379999999999,35.95999999999998,0.6546799999999999
1430,2022-12-01,3.99,4.426666666666667,0.0,970.2266666666666,14.1,0.6619666666666667,54.47134399414063,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.452666666666666,8.238666666666667,130.53866666666676,970.7486666666667,34.629999999999974,0.6551233333333333
1431,2022-12-02,4.073333333333333,5.453333333333333,0.0,967.34,23.91,0.6586966666666667,65.19923400878906,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.884666666666666,7.3086666666666655,130.53866666666676,968.9219999999999,27.575999999999976,0.6574746666666667
1432,2022-12-03,2.486666666666667,3.0766666666666667,0.0,964.19,15.42,0.6615266666666667,74.99286651611328,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.751999999999999,6.981999999999999,130.53866666666676,967.5893333333333,22.585999999999977,0.6591380000000001
1433,2022-12-04,2.4066666666666667,3.15,56.51,962.1633333333332,12.8,0.6624,83.47772979736328,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.775999999999999,5.6593333333333335,126.27400000000011,967.4926666666668,19.707999999999977,0.6600973333333333
1434,2022-12-05,5.066666666666666,6.586666666666666,76.83666666666666,968.3133333333334,19.68,0.6601066666666666,90.3695297241211,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7146666666666652,4.554666666666667,47.15333333333342,966.632,17.205999999999978,0.6609313333333333
1435,2022-12-06,3.236666666666667,4.013333333333333,0.0,967.8733333333332,60.15,0.6466166666666666,95.4701919555664,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6046666666666654,4.538666666666667,26.669333333333423,966.4466666666667,17.181999999999977,0.6609393333333333
1436,2022-12-07,3.2099999999999995,4.32,20.19,966.1166666666668,16.36,0.6612133333333333,98.66485595703124,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4539999999999984,4.4559999999999995,26.669333333333423,965.976,26.391999999999978,0.6578693333333333
1437,2022-12-08,2.31,4.023333333333333,0.0,959.5066666666668,33.63,0.6554566666666667,99.9180908203125,0,0,0,0,0,0,1,1,1,0,0,0,0,10,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2813333333333317,4.229333333333334,30.707333333333423,965.7313333333334,24.881999999999977,0.6583726666666666
1438,2022-12-09,1.2766666666666666,1.9833333333333327,604.8066666666667,952.8366666666668,12.14,0.66262,99.26681518554688,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2459999999999987,4.418666666666667,30.707333333333423,964.7946666666667,28.52399999999998,0.6571586666666667
1439,2022-12-10,1.0133333333333334,1.836666666666667,682.2466666666666,956.5066666666668,5.12,0.66496,96.80889129638672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0199999999999987,4.185333333333333,140.36666666666676,962.9293333333333,28.391999999999975,0.6572026666666667
1440,2022-12-11,-2.376666666666667,-0.4766666666666666,0.09,959.8333333333334,57.27,0.6475766666666667,92.68851470947266,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.209333333333332,3.235333333333333,261.4486666666668,960.568,25.47999999999998,0.6581733333333333
1441,2022-12-12,-3.826666666666666,-2.6566666666666667,0.0,960.5466666666669,8.46,0.6638466666666667,87.08065795898438,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0866666666666653,2.3373333333333335,261.46666666666675,958.96,24.903999999999975,0.6583653333333334
1442,2022-12-13,-4.255,-3.21,82.64999999999999,956.8,19.15,0.6602833333333333,80.17816925048828,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32066666666666804,0.9419999999999998,257.42866666666674,957.8460000000001,23.323999999999977,0.658892
1443,2022-12-14,1.35,4.95,281.67333333333335,951.685,33.29,0.65557,72.18418884277344,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.633666666666668,-0.5046666666666668,273.9586666666667,957.3046666666667,20.427999999999976,0.6598573333333333
1444,2022-12-15,2.6266666666666665,3.98,183.6966666666667,952.89,9.62,0.66346,63.31217193603516,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6190000000000015,0.08866666666666667,209.33200000000005,957.0743333333334,24.657999999999976,0.6584473333333334
